Status	Gene_ID	Location	NR_blast_Eval	NR_hit	SP_blast_Eval	SP_hit
coding	CHS.57339	chrUn_GL000216v2:39261-42359:+	2e-19	EFB25698.1, hypothetical protein PANDA_003603, partial [Ailuropoda melanoleuca]	-	-
coding	CHS.57340	chrUn_GL000216v2:68771-69849:+	2e-29	EFB25698.1, hypothetical protein PANDA_003603, partial [Ailuropoda melanoleuca]	-	-
coding	CHS.57347	chrUn_GL000219v1:165770-176064:-	5e-34	EAW55841.1, hCG2038218, partial [Homo sapiens]	-	-
coding	CHS.57350	chrUn_GL000224v1:2147-19387:-	0.0	XP_016885660.1, PREDICTED: DNA-directed RNA polymerase II subunit RPB1-like [Homo sapiens]	4.83e-18	sp|P14248|RPB1_PLAFD, DNA-directed RNA polymerase II subunit RPB1 OS=Plasmodium falciparum (isolate CDC / Honduras) GN=RPII PE=3 SV=1
coding	CHS.57352	chrUn_GL000224v1:151548-161675:-	2e-29	EAW55841.1, hCG2038218, partial [Homo sapiens]	-	-
coding	CHS.57353	chrUn_KI270303v1:23-1942:-	1e-32	ELR44476.1, hypothetical protein M91_20944, partial [Bos mutus]	-	-
coding	CHS.57355	chrUn_KI270310v1:1-1201:-	7e-34	EGV91149.1, hypothetical protein I79_026257 [Cricetulus griseus]	-	-
coding	CHS.57359	chrUn_KI270438v1:49583-110822:+	6e-26	CAF00816.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.57360	chrUn_KI270438v1:109180-112467:-	1e-26	ELR57875.1, hypothetical protein M91_02367, partial [Bos mutus]	-	-
coding	CHS.57369	chrUn_KI270743v1:103338-106769:-	3e-45	EAW55841.1, hCG2038218, partial [Homo sapiens]	-	-
coding	CHS.5738	chr10:25892398-25897380:-	2e-19	CAF16694.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.57388	chrUn_KI270753v1:11380-16327:-	1e-43	XP_007185635.1, PREDICTED: mucin-5AC-like [Balaenoptera acutorostrata scammoni]	-	-
coding	CHS.57394	chrUn_KI270754v1:33798-40162:+	2e-49	CAH71857.1, novel protein [Homo sapiens]	1.14e-49	sp|Q5T7N8|F27D1_HUMAN, Protein FAM27D1 OS=Homo sapiens GN=FAM27D1 PE=3 SV=2
coding	CHS.57395	chrUn_KI270754v1:35094-40147:-	7e-20	CAF00495.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.57409	chrX:1066565-1080088:-	2e-16	BAB01670.1, unnamed protein product [Macaca fascicularis]	-	-
non-coding	CHS.57443	chrX:2657314-2668158:+	3e-26	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	5.49e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.57446	chrX:2817161-2824156:-	2e-35	EAW98704.1, hCG2042067, partial [Homo sapiens]	-	-
discard	CHS.57469	chrX:5532211-5536669:+	9e-16	CCO13814.1, alternative protein SKA1 [Homo sapiens]	-	-
discard	CHS.57535	chrX:12962700-12964382:+	3e-19	EAX05948.1, hCG2027609 [Homo sapiens]	-	-
discard	CHS.57584	chrX:15275579-15281512:-	9e-17	BAE91211.1, unnamed protein product [Macaca fascicularis]	-	-
non-coding	CHS.57658	chrX:20141943-20147653:+	5e-29	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	6.63e-26	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.57669	chrX:21760094-21786486:-	1e-41	EAW56733.1, similar to zinc finger protein 569, isoform CRA_a [Homo sapiens]	3.65e-35	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.57687	chrX:23692424-23703583:+	8e-19	CAE91872.1, unnamed protein product [Homo sapiens]	1.19e-17	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
non-coding	CHS.57699	chrX:24092024-24095799:+	3e-19	BAK63765.1, long-chain-fatty-acid--CoA ligase 3 [Pan troglodytes]	-	-
coding	CHS.57705	chrX:24311157-24319612:+	-	-	5.73e-18	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.57753	chrX:30600977-30607730:+	4e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.57808	chrX:39594289-39594915:+	3e-31	CAD69516.1, unnamed protein product [Homo sapiens]	4.53e-26	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.57909	chrX:47098996-47104800:+	3e-18	EAX08724.1, hCG2038303, partial [Homo sapiens]	-	-
non-coding	CHS.57910	chrX:47104859-47107156:+	3e-24	CAF17222.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.5798	chr10:28921193-28926473:-	5e-34	EAW56745.1, zinc finger protein 30 homolog (mouse), partial [Homo sapiens]	2.86e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.57992	chrX:49102608-49111424:-	2e-30	EAW81162.1, hCG1814203 [Homo sapiens]	2.51e-24	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
non-coding	CHS.57993	chrX:49102609-49109879:+	3e-32	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	-	-
non-coding	CHS.58024	chrX:49884137-49894891:+	5e-35	BAB01630.1, unnamed portein product [Macaca fascicularis]	1.92e-30	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.58080	chrX:53502273-53505294:+	1e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.58086	chrX:53930018-53936082:+	1e-26	CAE93856.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.5820	chr10:29812319-29819222:+	8e-25	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	3.09e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.58238	chrX:71338940-71351122:+	4e-17	EAX06532.1, hCG2031845 [Homo sapiens]	-	-
non-coding	CHS.58258	chrX:72177800-72179996:+	3e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.58259	chrX:72177845-72179997:-	5e-82	AAK08113.1, FKSG69 [Homo sapiens]	-	-
discard	CHS.58293	chrX:74411759-74413185:-	9e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.58296	chrX:74556156-74573701:+	3e-23	EHH19897.1, hypothetical protein EGK_02637, partial [Macaca mulatta]	6.27e-16	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.58357	chrX:84863167-84876548:-	2e-29	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	-	-
discard	CHS.58555	chrX:109734339-109739330:-	1e-15	XP_011936657.1, PREDICTED: LOW QUALITY PROTEIN: protein GVQW1-like [Cercocebus atys]	-	-
discard	CHS.58623	chrX:118449967-118457488:-	3e-19	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	4.15e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.58665	chrX:119876905-119884344:+	1e-24	XP_014202723.1, PREDICTED: protein GVQW1-like, partial [Pan paniscus]	3.96e-22	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.58666	chrX:119878397-119892434:+	3e-42	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.92e-40	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.58721	chrX:123733151-123736047:+	4e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.58816	chrX:134523860-134535411:-	5e-26	EHH60624.1, hypothetical protein EGM_12020, partial [Macaca fascicularis]	2.74e-23	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
coding	CHS.58817	chrX:134523909-134532418:+	5e-31	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	3.63e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.58829	chrX:134957544-134961405:+	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
coding	CHS.58949	chrX:149379210-149415521:-	1e-40	XP_011745550.1, PREDICTED: spermatid nuclear transition protein 3-like [Macaca nemestrina]	-	-
discard	CHS.58977	chrX:150960527-150967838:-	1e-27	EHH66749.1, hypothetical protein EGM_03798, partial [Macaca fascicularis]	1.73e-27	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.59084	chrX:154451762-154457939:+	6e-28	CAF16398.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.59135	chrX_KI270880v1_alt:8945-12348:+	9e-47	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	9.76e-20	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.59143	chrX_KI270913v1_alt:101763-102651:+	5e-26	EHH20736.1, hypothetical protein EGK_03652, partial [Macaca mulatta]	4.40e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.59184	chrY:3181376-3220764:-	5e-19	EHH59972.1, hypothetical protein EGM_10210, partial [Macaca fascicularis]	-	-
coding	CHS.59253	chrY:11297415-11298241:-	5e-22	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.59337	chrY:22815955-22822521:-	7e-27	CAF15944.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.59372	chrY:56677927-56678468:+	5e-40	CCQ43978.1, alternative protein DYZ1L14 [Homo sapiens]	-	-
coding	CHS.59373	chrY:56682661-56700981:+	8e-34	CCQ43977.1, alternative protein DYZ1L13 [Homo sapiens]	-	-
coding	CHS.59375	chrY:56699417-56699988:+	7e-40	CCQ43978.1, alternative protein DYZ1L14 [Homo sapiens]	-	-
coding	CHS.59378	chrY:56707793-56708089:+	8e-34	CCQ43977.1, alternative protein DYZ1L13 [Homo sapiens]	-	-
coding	CHS.5966	chr10:38349478-38351376:+	5e-41	AAX11427.1, cell migration-inducing protein 20 [Homo sapiens]	-	-
coding	CHS.5973	chr10:38525415-38529909:-	1e-26	ELR57875.1, hypothetical protein M91_02367, partial [Bos mutus]	-	-
coding	CHS.5980	chr10:41854025-41854979:-	1e-27	EGV91139.1, hypothetical protein I79_026279 [Cricetulus griseus]	-	-
coding	CHS.5982	chr10:41859680-41899716:+	6e-21	ELR44520.1, hypothetical protein M91_06754, partial [Bos mutus]	-	-
coding	CHS.5984	chr10:41877814-41900596:+	4e-22	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.5987	chr10:41898310-41916265:+	1e-15	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.5988	chr10:41908997-41916246:-	4e-30	EFB25698.1, hypothetical protein PANDA_003603, partial [Ailuropoda melanoleuca]	-	-
discard	CHS.5994	chr10:42401830-42406943:-	4e-19	EHH24426.1, hypothetical protein EGK_08082, partial [Macaca mulatta]	9.73e-18	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.6022	chr10:43409294-43417186:+	6e-21	CAF14539.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.6123	chr10:47414579-47418441:-	1e-102	XP_017360204.1, PREDICTED: spore coat assembly protein ExsA-like [Cebus capucinus imitator]	1.11e-27	sp|Q96WV6|YHU2_SCHPO, Uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBPJ4664.02 PE=3 SV=1
non-coding	CHS.6140	chr10:48004518-48009616:-	3e-42	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	5.61e-22	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.6172	chr10:50010721-50014465:-	3e-25	EAW56745.1, zinc finger protein 30 homolog (mouse), partial [Homo sapiens]	6.71e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.625	chr1:19260139-19264343:-	9e-77	XP_016855200.1, PREDICTED: aflatoxin B1 aldehyde reductase member 4-like [Homo sapiens]	-	-
non-coding	CHS.6269	chr10:61493466-61496487:+	2e-23	BAE91091.1, unnamed protein product [Macaca fascicularis]	1.08e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.6349	chr10:68216380-68223583:-	3e-27	CAD69717.1, unnamed protein product [Homo sapiens]	7.56e-17	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.6350	chr10:68220585-68221496:+	1e-21	EHH21096.1, hypothetical protein EGK_04085, partial [Macaca mulatta]	8.82e-17	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
non-coding	CHS.6396	chr10:69991463-69992790:+	5e-85	AAK08107.1, FKSG62 [Homo sapiens]	-	-
non-coding	CHS.6435	chr10:71374039-71381646:+	2e-31	EAW48919.1, hCG2028158, partial [Homo sapiens]	6.15e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.6445	chr10:71868689-71876690:+	3e-82	AAK08111.1, FKSG67 [Homo sapiens]	-	-
non-coding	CHS.6455	chr10:72091960-72095828:-	9e-23	CAJ42808.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.6537	chr10:75184974-75200166:-	2e-31	BAH12795.1, unnamed protein product [Homo sapiens]	6.43e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.6643	chr10:81870212-81875246:-	9e-69	XP_007960941.1, PREDICTED: atherin-like [Chlorocebus sabaeus]	-	-
non-coding	CHS.6673	chr10:84572172-84576658:+	2e-29	BAB21923.1, hypothetical protein [Macaca fascicularis]	-	-
coding	CHS.6678	chr10:85147911-85160353:+	3e-56	CAF15144.1, unnamed protein product, partial [Homo sapiens]	1.29e-54	sp|Q53H47|SETMR_HUMAN, Histone-lysine N-methyltransferase SETMAR OS=Homo sapiens GN=SETMAR PE=1 SV=2
non-coding	CHS.6818	chr10:92369433-92370102:+	2e-23	AAX18642.1, cell growth-inhibiting protein 48b [Homo sapiens]	-	-
discard	CHS.6832	chr10:93209848-93211757:-	2e-35	EAW85402.1, hCG1778978 [Homo sapiens]	1.02e-29	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.6856	chr10:93969164-93972012:-	2e-32	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	5.86e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.6857	chr10:93970030-93971938:+	4e-45	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.696	chr1:21387062-21390872:+	9e-38	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.7022	chr10:101695305-101701076:+	3e-30	CAF16051.2, unnamed protein product, partial [Homo sapiens]	1.90e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.7181	chr10:110516070-110526800:-	3e-42	AAF69605.1, PRO1722 [Homo sapiens]	5.91e-33	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
coding	CHS.728	chr1:22534265-22539503:-	9e-25	CAF17927.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.7329	chr10:118782901-118790207:-	9e-19	EAW65432.1, hCG2038442, partial [Homo sapiens]	-	-
discard	CHS.733	chr1:22663121-22665749:+	4e-29	CAE93856.1, unnamed protein product [Homo sapiens]	8.98e-19	sp|E7EU14|PP5D1_HUMAN, Protein PPP5D1 OS=Homo sapiens GN=PPP5D1 PE=2 SV=2
discard	CHS.7350	chr10:119490677-119499062:-	3e-46	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	1.88e-36	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.7390	chr10:121974881-121985226:+	4e-55	EHH53367.1, hypothetical protein EGM_13996, partial [Macaca fascicularis]	3.39e-37	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
coding	CHS.7402	chr10:122657410-122679518:+	7e-89	XP_005566708.1, PREDICTED: carbohydrate-binding protein AQN-1-like isoform X2 [Macaca fascicularis]	5.76e-37	sp|P35495|PSP1_PIG, Major seminal plasma glycoprotein PSP-I OS=Sus scrofa PE=1 SV=2
non-coding	CHS.7504	chr10:126899041-126903345:+	7e-32	EHH27828.1, hypothetical protein EGK_18118, partial [Macaca mulatta]	1.21e-21	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
non-coding	CHS.7532	chr10:129398876-129404514:-	7e-28	EHH20620.1, hypothetical protein EGK_03509, partial [Macaca mulatta]	1.67e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.754	chr1:23424864-23428558:+	2e-32	EHH14529.1, hypothetical protein EGK_00471, partial [Macaca mulatta]	7.94e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.7549	chr10:130213526-130252017:+	4e-17	EHH19897.1, hypothetical protein EGK_02637, partial [Macaca mulatta]	-	-
non-coding	CHS.7698	chr11:507456-515187:-	5e-40	EHH64004.1, hypothetical protein EGM_17106, partial [Macaca fascicularis]	4.96e-38	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.7699	chr11:507473-518160:+	3e-38	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	3.99e-25	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.7713	chr11:630818-635345:-	6e-21	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	9.01e-22	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.772	chr1:23703934-23724136:+	3e-18	CAE92120.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.788	chr1:23935200-23939589:+	9e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.793	chr1:23989925-23995618:-	1e-23	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
discard	CHS.7995	chr11:7096820-7099370:+	1e-30	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	7.91e-25	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.8040	chr11:8977591-8979517:+	3e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.8130	chr11:12596239-12596634:-	1e-28	EHH61898.1, hypothetical protein EGM_20022, partial [Macaca fascicularis]	8.64e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.8132	chr11:12662016-12666533:-	1e-44	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	4.52e-44	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.8140	chr11:13017076-13027103:+	6e-23	CAE93853.1, unnamed protein product [Homo sapiens]	6.69e-18	sp|Q9BUA6|MYL10_HUMAN, Myosin regulatory light chain 10 OS=Homo sapiens GN=MYL10 PE=2 SV=2
discard	CHS.818	chr1:24704846-24726999:+	3e-16	BAB93502.1, OK/SW-CL.41 [Homo sapiens]	-	-
discard	CHS.824	chr1:24873917-24877678:+	1e-23	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	3.90e-18	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.838	chr1:25200692-25201875:+	3e-16	CAE93856.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.8380	chr11:32383982-32387108:-	1e-32	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	3.96e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.841	chr1:25232605-25236138:-	9e-24	FAA00321.1, TPA: augmented in rheumatoid arthritis 2 [Homo sapiens]	-	-
discard	CHS.8412	chr11:33953314-33990087:-	7e-30	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	1.84e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.852	chr1:25593211-25614127:-	2e-85	AAK08111.1, FKSG67 [Homo sapiens]	-	-
discard	CHS.8633	chr11:47645294-47651739:+	4e-31	EHH25734.1, hypothetical protein EGK_15555, partial [Macaca mulatta]	1.05e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.8639	chr11:47892387-47903606:+	2e-38	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	1.93e-34	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.8814	chr11:59698644-59704330:+	1e-43	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
coding	CHS.8823	chr11:59869007-59896477:+	8e-69	XP_008507703.1, PREDICTED: placenta-specific protein 1-like [Equus przewalskii]	-	-
non-coding	CHS.8829	chr11:60072557-60073082:-	2e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.8876	chr11:61165667-61168863:-	6e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.8900	chr11:61644418-61653905:-	9e-38	NP_001310237.1, zinc finger protein 454 isoform 2 [Homo sapiens]	9.88e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.9024	chr11:63963767-63970179:-	2e-20	CAF14356.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.903	chr1:26595665-26597518:+	6e-42	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
discard	CHS.9108	chr11:65246380-65248058:+	1e-18	EAW60506.1, hCG2040996, partial [Homo sapiens]	-	-
non-coding	CHS.9114	chr11:65333121-65333750:+	4e-35	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	8.94e-16	sp|Q8NEM8|CBPC3_HUMAN, Cytosolic carboxypeptidase 3 OS=Homo sapiens GN=AGBL3 PE=2 SV=2
coding	CHS.9127	chr11:65476272-65478434:+	7e-66	XP_011719112.1, PREDICTED: basic proline-rich protein-like [Macaca nemestrina]	-	-
coding	CHS.914	chr1:26817347-26819141:+	4e-22	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
discard	CHS.9226	chr11:66587842-66589579:+	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.9274	chr11:67443701-67447755:+	7e-35	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	1.02e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.9318	chr11:68639989-68651860:-	5e-33	CAE91339.1, unnamed protein product [Homo sapiens]	9.28e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
