Status	Transcript_ID	Gene_ID	Location	Transcript_Length	No_of_exons	No_of_samples	Average_TPM	Maximum_TPM	NR_Eval	NR_hit	SP_Eval	SP_hit	CDD_Eval	Pfam_Eval	CDSlen	CDSreps	CDSrepeatcov	ALU_cdcov	LINE_cdcov	GencodeCall
non-coding	CHS.56475.1	CHS.56475	chr9:111807451-111823553:-	7718	2	19	2.14443310526316	4.932975	1e-22	EAW65432.1, hCG2038442, partial [Homo sapiens]	-	-	-	-	237	SINE|Alu:223	94.1	94.1	0	SINE/Alu
non-coding	CHS.25829.2	CHS.25829	chr19:13167672-13176526:+	7069	2	178	1.34614516292135	3.948113	8e-31	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	1.03e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	333	SINE|Alu:286	85.9	85.9	0	SINE/Alu
non-coding	CHS.25829.3	CHS.25829	chr19:13171127-13173586:+	2460	1	3	11.9129806666667	17.775387	5e-32	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	1.03e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	333	SINE|Alu:286	85.9	85.9	0	SINE/Alu
non-coding	CHS.3210.1	CHS.3210	chr1:154287714-154288429:+	716	1	3178	2.53736664285714	15.459355	6e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.6396.1	CHS.6396	chr10:69991463-69992790:+	1328	1	1088	4.16812061764706	20.341751	5e-85	AAK08107.1, FKSG62 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.55006.1	CHS.55006	chr9:4759373-4760200:+	828	1	9	4.65288966666667	16.292826	2e-26	EHH15935.1, hypothetical protein EGK_02111, partial [Macaca mulatta]	1.11e-19	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1	-	-	549	SINE|Alu:272,SINE|MIR:39	56.6	49.5	0	SINE/Alu;SINE/MIR
coding	CHS.28460.2	CHS.28460	chr1_KI270709v1_random:11744-15387:-	918	2	9	9.48450311111111	49.414425	9e-25	EGV91139.1, hypothetical protein I79_026279 [Cricetulus griseus]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.28460.1	CHS.28460	chr1_KI270709v1_random:5530-11958:-	1636	2	2	10.2865935	15.606286	6e-25	EGV91139.1, hypothetical protein I79_026279 [Cricetulus griseus]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.19686.1	CHS.19686	chr16:33523082-33532313:-	6679	2	5	0.9845128	1.356146	9e-54	EAW59499.1, hCG2038561, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	SINE/MIR
discard	CHS.28457.1	CHS.28457	chr1_KI270706v1_random:142005-149830:-	798	2	7	1.44806714285714	2.16778	3e-20	CAD69516.1, unnamed protein product [Homo sapiens]	1.76e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	444	SINE|Alu:297	66.9	66.9	0	SINE/Alu
discard	CHS.8380.1	CHS.8380	chr11:32383982-32387108:-	2879	2	1	1.127715	1.127715	1e-32	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	3.96e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	525	SINE|Alu:354,SINE|MIR:97	85.9	67.4	0	SINE/Alu;SINE/MIR
non-coding	CHS.25209.1	CHS.25209	chr19:1498610-1502574:-	3838	2	48	1.8758874375	6.273983	4e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.23440.1	CHS.23440	chr17:78982617-78991548:-	2150	2	2	1.4551785	1.470803	2e-30	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	-	-	-	-	378	SINE|Alu:277,Simple_repeat:92	97.6	73.3	0	SINE/Alu;Simple_repeat
non-coding	CHS.49700.1	CHS.49700	chr7:1146606-1148239:+	1634	1	2019	2.02577444526994	41.979019	5e-63	EAW57759.1, hCG2038827, partial [Homo sapiens]	-	-	-	-	678	Retroposon|SVA:678	100.0	100.0	0	Retroposon/SVA
discard	CHS.40319.1	CHS.40319	chr4:46124300-46167208:+	378	2	2	0.662985	1.051749	1e-16	BAE89731.1, unnamed protein product [Macaca fascicularis]	-	-	-	-	186	SINE|Alu:129	69.4	69.4	0	SINE/Alu
discard	CHS.21469.1	CHS.21469	chr17:17441696-17446178:-	3905	2	7	2.972568	6.955229	2e-29	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-	-	-	525	Retroposon|SVA:514	97.9	97.9	0	Retroposon/SVA
discard	CHS.58721.2	CHS.58721	chrX:123733165-123734977:+	1545	2	10	0.4889057	1.142224	4e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.5483.1	CHS.5483	chr10:8136203-8139124:+	2628	2	10	0.9538552	1.50918	1e-15	EAW99274.1, hCG2040594, partial [Homo sapiens]	-	-	-	-	246	Simple_repeat:75,SINE|Alu:136	85.8	55.3	0	SINE/Alu;Simple_repeat
discard	CHS.31697.2	CHS.31697	chr2:195568356-195569602:+	992	2	7	1.44255014285714	2.344799	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
coding	CHS.2894.1	CHS.2894	chr1:148032919-148035136:+	2052	2	13	0.811478769230769	2.424986	1e-40	XP_010368881.1, PREDICTED: cleavage and polyadenylation specificity factor subunit 6-like [Rhinopithecus roxellana]	-	-	0.00524075	-	-	-	-	-	-	-
coding	CHS.54697.2	CHS.54697	chr8:143204240-143208754:+	4515	1	247	2.05475102834008	25.504097	-	-	2.40e-46	sp|Q03650|CRAM_TRYBB, Cysteine-rich, acidic integral membrane protein OS=Trypanosoma brucei brucei GN=CRAM PE=2 SV=1	-	-	-	-	-	-	-	-
coding	CHS.54697.1	CHS.54697	chr8:143204219-143211462:+	7210	2	65	2.29446947692308	15.728373	-	-	2.40e-46	sp|Q03650|CRAM_TRYBB, Cysteine-rich, acidic integral membrane protein OS=Trypanosoma brucei brucei GN=CRAM PE=2 SV=1	-	-	-	-	-	-	-	-
discard	CHS.13975.1	CHS.13975	chr13:45320538-45332217:-	2634	2	3	1.005153	1.471462	3e-28	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	3.56e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	360	SINE|Alu:307	85.3	85.3	0	SINE/Alu
discard	CHS.25402.1	CHS.25402	chr19:4631624-4634822:-	2535	2	2	0.70122	1.123844	1e-37	EHH24426.1, hypothetical protein EGK_08082, partial [Macaca mulatta]	2.53e-29	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	399	SINE|Alu:284	71.2	71.2	0	SINE/Alu
discard	CHS.31779.1	CHS.31779	chr2:201088161-201091804:-	3500	2	1	1.331714	1.331714	5e-17	EAW64091.1, hCG1813943 [Homo sapiens]	-	-	-	-	267	DNA|hAT-Charlie:9,SINE|Alu:173	68.2	64.8	0	SINE/Alu;DNA/hAT-Charlie
coding	CHS.28472.1	CHS.28472	chr1_KI270714v1_random:8914-17120:-	1482	4	1	2.255406	2.255406	1e-45	XP_011930822.1, PREDICTED: uncharacterized protein LOC105592870 [Cercocebus atys]	-	-	-	-	-	-	-	-	-	DNA/hAT-Charlie
non-coding	CHS.55491.1	CHS.55491	chr9:38650193-38662719:+	4215	2	334	7.80073975149701	60.732929	1e-24	EAW81162.1, hCG1814203 [Homo sapiens]	9.35e-20	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	276	SINE|Alu:220	79.7	79.7	0	SINE/Alu;Simple_repeat
non-coding	CHS.55491.2	CHS.55491	chr9:38650193-38662719:+	3743	3	68	2.57413435294118	10.346997	1e-24	EAW81162.1, hCG1814203 [Homo sapiens]	9.35e-20	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	276	SINE|Alu:220	79.7	79.7	0	SINE/Alu;Simple_repeat
non-coding	CHS.55491.3	CHS.55491	chr9:38658464-38662718:+	3783	2	14	1.93499064285714	4.11302	2e-25	CAE92120.1, unnamed protein product [Homo sapiens]	-	-	-	-	330	Simple_repeat:26,SINE|Alu:210	71.5	63.6	0	SINE/Alu;Simple_repeat
coding	CHS.40218.1	CHS.40218	chr4:38783547-38787216:+	3670	1	1005	1.85188193631841	15.601939	6e-21	CAF00903.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	DNA/hAT-Charlie
coding	CHS.1708.2	CHS.1708	chr1:55870368-55880337:+	1434	3	77	2.55478232467532	5.7598	1e-21	EAW68605.1, hCG1820850 [Homo sapiens]	1.16e-16	sp|E7EU14|PP5D1_HUMAN, Protein PPP5D1 OS=Homo sapiens GN=PPP5D1 PE=2 SV=2	-	-	-	-	-	-	-	-
non-coding	CHS.48286.1	CHS.48286	chr6_GL000250v2_alt:2398036-2400742:-	2707	1	22	3.14183986363636	17.024895	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.24743.2	CHS.24743	chr18:58444463-58445730:-	715	3	1	1.741947	1.741947	2e-28	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	5.80e-19	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	186	SINE|Alu:186	100.0	100.0	0	SINE/Alu
discard	CHS.57584.1	CHS.57584	chrX:15275579-15281512:-	3676	2	1	2.157832	2.157832	9e-17	BAE91211.1, unnamed protein product [Macaca fascicularis]	-	-	-	-	279	SINE|Alu:120	43.0	43.0	0	SINE/Alu
non-coding	CHS.6269.1	CHS.6269	chr10:61493466-61496487:+	1530	2	11	1.549224	2.546061	2e-23	BAE91091.1, unnamed protein product [Macaca fascicularis]	1.08e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	249	DNA|hAT-Charlie:49,SINE|Alu:200	100.0	80.3	0	SINE/Alu;DNA/hAT-Charlie
discard	CHS.56180.1	CHS.56180	chr9:96742720-96751290:+	634	2	1	1.579328	1.579328	2e-30	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	7.21e-26	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	240	SINE|Alu:237	98.8	98.8	0	SINE/Alu;LTR/ERVL-MaLR
coding	CHS.23720.1	CHS.23720	chr17_GL383563v3_alt:147119-153057:+	3276	2	9	1.58894422222222	3.652987	2e-30	EAW90674.1, hCG1804024 [Homo sapiens]	9.58e-16	sp|P20481|BUCC_APLCA, Buccalin OS=Aplysia californica PE=1 SV=2	-	0.00095	-	-	-	-	-	-
discard	CHS.45408.1	CHS.45408	chr6:11929485-11932916:-	2627	2	1	3.222136	3.222136	5e-30	CAE98892.1, unnamed protein product, partial [Homo sapiens]	1.62e-19	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	279	SINE|Alu:236	84.6	84.6	0	SINE/Alu
non-coding	CHS.754.1	CHS.754	chr1:23424864-23428558:+	2244	2	12	1.20705208333333	2.341672	2e-32	EHH14529.1, hypothetical protein EGK_00471, partial [Macaca mulatta]	7.94e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	246	SINE|Alu:240	97.6	97.6	0	SINE/Alu
non-coding	CHS.11958.1	CHS.11958	chr12:57642708-57643521:+	814	1	3	28.4556866666667	50.114655	8e-39	EHH20263.1, hypothetical protein EGK_03078, partial [Macaca mulatta]	5.48e-26	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	369	SINE|Alu:364	98.6	98.6	0	SINE/Alu
coding	CHS.28467.2	CHS.28467	chr1_KI270713v1_random:12623-14701:-	2001	2	14	1.54487714285714	2.523213	1e-152	XP_009438252.2, PREDICTED: uncharacterized protein LOC104004085 [Pan troglodytes]	-	-	-	-	-	-	-	-	-	Simple_repeat
non-coding	CHS.7329.3	CHS.7329	chr10:118784384-118790185:-	3720	2	152	2.04465948026316	9.582009	9e-19	EAW65432.1, hCG2038442, partial [Homo sapiens]	-	-	-	-	306	SINE|Alu:227	74.2	74.2	0	SINE/Alu
discard	CHS.19825.1	CHS.19825	chr16:51129368-51133253:+	3166	2	2	1.3039415	1.57674	5e-42	EHH64004.1, hypothetical protein EGM_17106, partial [Macaca fascicularis]	3.69e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	486	SINE|Alu:462,DNA|hAT-Charlie:14	97.9	95.1	0	SINE/Alu;DNA/hAT-Charlie
coding	CHS.13428.1	CHS.13428	chr12_KI270836v1_alt:51298-56132:-	4835	1	2	20.529426	33.916389	3e-16	KFO25700.1, Cysteine-rich, acidic integral membrane protein [Fukomys damarensis]	-	-	0.000414989	-	-	-	-	-	-	-
discard	CHS.26554.2	CHS.26554	chr19:36491405-36493845:-	2127	2	6	1.77447533333333	3.197945	5e-79	AAK21305.1, FKSG52 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.50823.1	CHS.50823	chr7:68677469-68678806:-	1338	1	1	25.634085	25.634085	1e-16	CAE90200.1, unnamed protein product [Homo sapiens]	-	-	-	-	345	SINE|Alu:333	96.5	96.5	0	SINE/Alu
discard	CHS.9324.1	CHS.9324	chr11:68852611-68862345:+	2892	3	2	1.6885745	3.17513	3e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.47397.1	CHS.47397	chr6:125777205-125778007:+	803	1	194	5.91788497938144	22.76108	3e-18	EHH15138.1, hypothetical protein EGK_01187, partial [Macaca mulatta]	-	-	-	-	384	SINE|Alu:213	55.5	55.5	0	SINE/Alu
non-coding	CHS.47373.1	CHS.47373	chr6:122847704-122850279:-	2447	2	11	8.74109381818182	22.467955	5e-23	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-	-	-	414	Retroposon|SVA:385	93.0	93.0	0	Retroposon/SVA
non-coding	CHS.47373.2	CHS.47373	chr6:122848137-122850300:-	2164	1	10	6.9890534	18.930246	5e-24	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-	-	-	414	Retroposon|SVA:385	93.0	93.0	0	Retroposon/SVA
non-coding	CHS.47373.3	CHS.47373	chr6:122848229-122850303:-	1717	3	2	8.0079875	14.722238	6e-51	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-	-	-	564	Retroposon|SVA:535	94.9	94.9	0	Retroposon/SVA
non-coding	CHS.32228.1	CHS.32228	chr2:227382033-227392618:+	996	2	15	4.28210513333333	22.906595	1e-32	EHH17322.1, hypothetical protein EGK_13706, partial [Macaca mulatta]	2.48e-31	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1	-	-	375	SINE|Alu:239	63.7	63.7	0	SINE/Alu
discard	CHS.44226.3	CHS.44226	chr5:141847059-141850501:+	3069	2	6	1.71218266666667	1.893598	6e-33	EHH64557.1, hypothetical protein EGM_17802, partial [Macaca fascicularis]	4.93e-30	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	255	SINE|Alu:238	93.3	93.3	0	SINE/Alu
discard	CHS.52009.1	CHS.52009	chr7:140428143-140433132:-	4694	2	1	2.234336	2.234336	4e-83	AAK08109.1, FKSG65 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
discard	CHS.3170.1	CHS.3170	chr1:153551812-153552454:-	360	2	1	1.31374	1.31374	7e-36	EHH14636.1, hypothetical protein EGK_00596, partial [Macaca mulatta]	3.39e-31	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	294	SINE|MIR:19,SINE|Alu:274	99.7	93.2	0	SINE/Alu;SINE/MIR;LINE/L2
discard	CHS.8639.1	CHS.8639	chr11:47892387-47903606:+	1493	2	1	1.173571	1.173571	2e-38	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	1.93e-34	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	336	SINE|Alu:267	79.5	79.5	0	SINE/Alu
discard	CHS.42226.1	CHS.42226	chr5:2015523-2017579:+	941	2	3	0.893735	1.388983	2e-31	CAJ42752.1, unnamed protein product [Homo sapiens]	-	-	-	-	216	SINE|Alu:216	100.0	100.0	0	SINE/Alu
discard	CHS.36355.1	CHS.36355	chr22_KI270879v1_alt:90168-92655:-	2449	2	1	1.589358	1.589358	1e-83	AAK08107.1, FKSG62 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
discard	CHS.37636.1	CHS.37636	chr3:71763029-71769445:+	6385	2	2	1.112912	1.473202	2e-20	EHH60624.1, hypothetical protein EGM_12020, partial [Macaca fascicularis]	-	-	-	-	276	SINE|Alu:256	92.8	92.8	0	SINE/Alu
non-coding	CHS.2209.3	CHS.2209	chr1:92021719-92030387:-	6509	2	550	4.24300742909091	17.852375	-	-	-	-	-	-	-	-	-	-	-	Retroposon/SVA
non-coding	CHS.2209.1	CHS.2209	chr1:92021312-92030387:-	6422	2	90	2.31108477777778	7.779309	-	-	-	-	-	-	-	-	-	-	-	Retroposon/SVA
non-coding	CHS.2209.2	CHS.2209	chr1:92021661-92029838:-	5138	2	1	1.530289	1.530289	3e-39	EAW51232.1, hCG1820357 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.45567.1	CHS.45567	chr6:19940155-19941187:+	302	2	1	1.066929	1.066929	4e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	204	Retroposon|SVA:204	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.219.1	CHS.219	chr1:4553352-4556603:-	3252	1	155	3.46717421290323	16.589977	2e-32	EHH51985.1, hypothetical protein EGM_12341, partial [Macaca fascicularis]	2.33e-22	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	261	SINE|Alu:253	96.9	96.9	0	SINE/Alu
discard	CHS.55654.1	CHS.55654	chr9:65807446-65815335:-	7031	3	1	1.417704	1.417704	6e-54	EAW51518.1, hCG2039129 [Homo sapiens]	2.64e-29	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1	-	-	270	SINE|Alu:239	88.5	88.5	0	SINE/Alu
non-coding	CHS.31415.1	CHS.31415	chr2:175918855-175923782:+	4928	1	1391	3.71768046010065	32.821396	1e-40	BAC04333.1, unnamed protein product [Homo sapiens]	1.07e-31	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	321	SINE|Alu:301	93.8	93.8	0	SINE/Alu
coding	CHS.30879.1	CHS.30879	chr2:132265490-132268253:-	2453	2	1	1.97779	1.97779	7e-22	XP_017453144.1, PREDICTED: uncharacterized protein LOC103693361 [Rattus norvegicus]	-	-	-	-	-	-	-	-	-	Low_complexity
discard	CHS.57909.1	CHS.57909	chrX:47098996-47104800:+	4495	2	2	1.9439825	2.502597	3e-18	EAX08724.1, hCG2038303, partial [Homo sapiens]	-	-	-	-	303	SINE|Alu:303	100.0	100.0	0	SINE/Alu
non-coding	CHS.50374.1	CHS.50374	chr7:36838119-36838675:+	557	1	2	23.723712	45.547947	2e-28	EAW48014.1, hCG2030582 [Homo sapiens]	-	-	-	-	321	SINE|Alu:235	73.2	73.2	0	SINE/Alu
discard	CHS.14334.1	CHS.14334	chr13:76843056-76846954:-	762	2	3	0.963132333333333	1.75108	5e-24	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	-	-	-	-	222	SINE|Alu:201	90.5	90.5	0	SINE/Alu
discard	CHS.22349.1	CHS.22349	chr17:43710442-43713230:+	2320	2	1	1.091005	1.091005	1e-17	EAW54940.1, hCG2038983, partial [Homo sapiens]	-	-	-	-	291	SINE|Alu:188	64.6	64.6	0	SINE/Alu
discard	CHS.53976.1	CHS.53976	chr8:94591787-94593849:+	1481	2	1	4.392125	4.392125	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
discard	CHS.53373.1	CHS.53373	chr8:49040289-49043056:-	2105	2	1	4.243973	4.243973	1e-21	EAX11198.1, hCG2039122, partial [Homo sapiens]	-	-	-	-	369	Retroposon|SVA:369	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.34185.2	CHS.34185	chr20:63473519-63487119:-	13428	2	15	4.26254526666667	11.191595	4e-38	CAD69516.1, unnamed protein product [Homo sapiens]	3.69e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	648	SINE|Alu:327,SINE|MIR:15	52.8	50.5	0	SINE/Alu;SINE/MIR
non-coding	CHS.34185.4	CHS.34185	chr20:63475047-63486941:-	11853	2	21	2.66371923809524	7.529814	4e-38	CAD69516.1, unnamed protein product [Homo sapiens]	3.69e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	648	SINE|Alu:327,SINE|MIR:15	52.8	50.5	0	SINE/Alu;SINE/MIR
non-coding	CHS.34185.8	CHS.34185	chr20:63476669-63487152:-	10268	2	10	3.9996846	9.69574	4e-38	CAD69516.1, unnamed protein product [Homo sapiens]	3.69e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	648	SINE|Alu:327,SINE|MIR:15	52.8	50.5	0	SINE/Alu;SINE/MIR
coding	CHS.17.4	CHS.17	chr1:522458-523759:-	1302	1	376	2.46334741489362	16.211092	2e-21	EHH16558.1, hypothetical protein EGK_11851, partial [Macaca mulatta]	2.10e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	9.07322e-08	4.00E-08	375	SINE|Alu:248	66.1	66.1	0	SINE/Alu
coding	CHS.17.3	CHS.17	chr1:519154-523729:-	4367	2	62	3.55719829032258	15.822188	1e-20	XP_008977846.2, PREDICTED: LOW QUALITY PROTEIN: protein GVQW1 [Callithrix jacchus]	2.10e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	9.07322e-08	4.00E-08	375	SINE|Alu:248	66.1	66.1	0	SINE/Alu
coding	CHS.17.2	CHS.17	chr1:501102-523270:-	2172	4	1	27.855011	27.855011	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
coding	CHS.17.1	CHS.17	chr1:499860-523310:-	2901	3	1	17.454453	17.454453	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.49787.1	CHS.49787	chr7:4629530-4633456:+	3927	1	84	2.85008072619048	19.08407	1e-46	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	2.67e-42	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	441	SINE|Alu:355	80.5	80.5	0	SINE/Alu
discard	CHS.903.1	CHS.903	chr1:26595665-26597518:+	1584	2	5	4.8957936	9.87164	6e-42	EAW51232.1, hCG1820357 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.1546.1	CHS.1546	chr1:47328354-47333769:-	4329	2	2	0.840882	1.11779	7e-42	EHH20263.1, hypothetical protein EGK_03078, partial [Macaca mulatta]	1.10e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	381	SINE|Alu:381	100.0	100.0	0	SINE/Alu
discard	CHS.56393.1	CHS.56393	chr9:107271175-107273075:-	1323	2	1	1.584973	1.584973	5e-84	AAK21310.1, FKSG57 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.43561.3	CHS.43561	chr5:108382147-108418071:+	745	3	126	3.99234726984127	9.758144	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.19582.1	CHS.19582	chr16:30678364-30681512:+	2322	2	16	1.8365150625	4.061113	7e-30	CAF16783.1, unnamed protein product, partial [Homo sapiens]	6.75e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	363	SINE|Alu:317,Simple_repeat:28	95.0	87.3	0	SINE/Alu;Simple_repeat
coding	CHS.42207.1	CHS.42207	chr5:1639622-1641019:-	1300	2	8	1.230401625	2.072844	3e-25	EAW92237.1, hCG2045553 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
coding	CHS.29336.1	CHS.29336	chr2:43060303-43063976:+	3674	1	4574	2.29489164298207	14.880054	2e-74	BAD92674.1, similar to FKSG60, partial [Homo sapiens]	-	-	1.27778e-09	-	714	Retroposon|SVA:714	100.0	100.0	0	Retroposon/SVA
coding	CHS.46516.1	CHS.46516	chr6:47850620-47852042:+	505	2	1	1.859544	1.859544	1e-45	CAF15866.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.987.1	CHS.987	chr1:28345872-28346360:+	489	1	237	3.38249584388186	21.562738	4e-36	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	8.99e-20	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	270	SINE|Alu:239	88.5	88.5	0	SINE/Alu
coding	CHS.5738.2	CHS.5738	chr10:25893326-25897380:-	354	2	23	2.77033760869565	4.772764	-	-	-	-	-	-	-	-	-	-	-	-
